State/UT,District,Market,Commodity Group,Commodity,Variety,Grade,Min Price,Max Price,Modal Price,Price Unit,Arrival Quantity,Arrival Unit,Arrival Date,Arrival Quantity Kg,Min Price Per Kg,Max Price Per Kg,Modal Price Per Kg
Tamil Nadu,Sivaganga,Karaikudi(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,3500.0,4000.0,3750.0,Rs./Quintal,0.44,Metric Tonnes,2026-04-22,440.0,35.0,40.0,37.5
Tamil Nadu,Pudukkottai,Karambakkudi(Uzhavar Sandhai ),Vegetables,Tomato,Other,Local,3000.0,3500.0,3250.0,Rs./Quintal,0.71,Metric Tonnes,2026-04-22,710.0,30.0,35.0,32.5
Tamil Nadu,Dharmapuri,Karimangalam(Uzhavar Sandhai),Vegetables,Tomato,Local,Local,2500.0,3000.0,2750.0,Rs./Quintal,0.68,Metric Tonnes,2026-04-22,680.0,25.0,30.0,27.5
Tamil Nadu,Virudhunagar,Kariyapatti(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2000.0,2500.0,2250.0,Rs./Quintal,0.2,Metric Tonnes,2026-04-22,200.0,20.0,25.0,22.5
Tamil Nadu,Karur,Karur(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,3000.0,3500.0,3250.0,Rs./Quintal,1.7,Metric Tonnes,2026-04-22,1700.0,30.0,35.0,32.5
Tamil Nadu,Vellore,Katpadi (Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2400.0,2600.0,2500.0,Rs./Quintal,2.2,Metric Tonnes,2026-04-22,2200.0,24.0,26.0,25.0
Tamil Nadu,Krishnagiri,Kaveripattinam(Uzhavar Sandhai ),Vegetables,Tomato,Local,Local,3000.0,3000.0,3000.0,Rs./Quintal,0.27,Metric Tonnes,2026-04-22,270.0,30.0,30.0,30.0
Tamil Nadu,Thiruvannamalai,Keelpennathur(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,1500.0,2000.0,1750.0,Rs./Quintal,0.09,Metric Tonnes,2026-04-22,90.0,15.0,20.0,17.5
Tamil Nadu,Tuticorin,Kovilpatti(Uzhavar Sandhai ),Vegetables,Tomato,Local,Local,3500.0,4000.0,3750.0,Rs./Quintal,0.37,Metric Tonnes,2026-04-22,370.0,35.0,40.0,37.5
Tamil Nadu,Krishnagiri,Krishnagiri(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2000.0,2400.0,2200.0,Rs./Quintal,3.77,Metric Tonnes,2026-04-22,3770.0,20.0,24.0,22.0
Tamil Nadu,Karur,Kulithalai(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,3000.0,3600.0,3300.0,Rs./Quintal,1.56,Metric Tonnes,2026-04-22,1560.0,30.0,36.0,33.0
Tamil Nadu,Namakkal,Kumarapalayam(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2500.0,3000.0,2750.0,Rs./Quintal,0.48,Metric Tonnes,2026-04-22,480.0,25.0,30.0,27.5
Tamil Nadu,Thanjavur,Kumbakonam (Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,3600.0,4000.0,3800.0,Rs./Quintal,1.24,Metric Tonnes,2026-04-22,1240.0,36.0,40.0,38.0
Tamil Nadu,Kancheepuram,Kundrathur(Uzhavar Sandhai ),Vegetables,Tomato,Other,Local,1800.0,1800.0,1800.0,Rs./Quintal,0.4,Metric Tonnes,2026-04-22,400.0,18.0,18.0,18.0
Tamil Nadu,Coimbatore,Kurichi(Uzhavar Sandhai ),Vegetables,Tomato,Local,Local,2800.0,3200.0,3000.0,Rs./Quintal,0.13,Metric Tonnes,2026-04-22,130.0,28.0,32.0,30.0
Tamil Nadu,Thiruchirappalli,Lalgudi(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,3800.0,3800.0,3800.0,Rs./Quintal,0.5,Metric Tonnes,2026-04-22,500.0,38.0,38.0,38.0
Tamil Nadu,Chengalpattu,Madhuranthagam(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,3000.0,4000.0,3500.0,Rs./Quintal,0.12,Metric Tonnes,2026-04-22,120.0,30.0,40.0,35.0
Tamil Nadu,Thiruchirappalli,Manachanallur(Uzhavar Sandhai ),Vegetables,Tomato,Local,Local,3800.0,3800.0,3800.0,Rs./Quintal,0.26,Metric Tonnes,2026-04-22,260.0,38.0,38.0,38.0
Tamil Nadu,Thiruchirappalli,Manapparai(Uzhavar Sandhai ),Vegetables,Tomato,Other,Local,3500.0,3500.0,3500.0,Rs./Quintal,0.62,Metric Tonnes,2026-04-22,620.0,35.0,35.0,35.0
Tamil Nadu,Thiruvarur,Mannargudi I(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,3600.0,3600.0,3600.0,Rs./Quintal,1.18,Metric Tonnes,2026-04-22,1180.0,36.0,36.0,36.0
Tamil Nadu,Thiruvarur,Mannargudi II(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,3600.0,3600.0,3600.0,Rs./Quintal,0.5,Metric Tonnes,2026-04-22,500.0,36.0,36.0,36.0
Tamil Nadu,Nagapattinam,Mayiladuthurai(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,3500.0,4000.0,3750.0,Rs./Quintal,0.18,Metric Tonnes,2026-04-22,180.0,35.0,40.0,37.5
Tamil Nadu,Salem,Mecheri(Uzhavar Sandhai),Vegetables,Tomato,Deshi,Local,2800.0,3400.0,3100.0,Rs./Quintal,1.25,Metric Tonnes,2026-04-22,1250.0,28.0,34.0,31.0
Tamil Nadu,Chengalpattu,Medavakkam(Uzhavar Sandhai ),Vegetables,Tomato,Other,Local,2500.0,2500.0,2500.0,Rs./Quintal,0.35,Metric Tonnes,2026-04-22,350.0,25.0,25.0,25.0
Tamil Nadu,Thirunelveli,Melapalayam(Uzhavar Sandhai ),Vegetables,Tomato,Other,Local,3400.0,3800.0,3600.0,Rs./Quintal,0.57,Metric Tonnes,2026-04-22,570.0,34.0,38.0,36.0
Tamil Nadu,Madurai,Melur(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,3400.0,3800.0,3600.0,Rs./Quintal,0.6,Metric Tonnes,2026-04-22,600.0,34.0,38.0,36.0
Tamil Nadu,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,3000.0,3400.0,3200.0,Rs./Quintal,3.17,Metric Tonnes,2026-04-22,3170.0,30.0,34.0,32.0
Tamil Nadu,Salem,Mettur(Uzhavar Sandhai ),Vegetables,Tomato,Local,Local,2800.0,3400.0,3100.0,Rs./Quintal,2.9,Metric Tonnes,2026-04-22,2900.0,28.0,34.0,31.0
Tamil Nadu,Thiruchirappalli,Musiri(Uzhavar Sandhai ),Vegetables,Tomato,Local,Local,3000.0,3500.0,3250.0,Rs./Quintal,1.72,Metric Tonnes,2026-04-22,1720.0,30.0,35.0,32.5
Tamil Nadu,Thiruvarur,Muthupettai(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,3000.0,3000.0,3000.0,Rs./Quintal,0.03,Metric Tonnes,2026-04-22,30.0,30.0,30.0,30.0
Tamil Nadu,Nagercoil (Kannyiakumari),Myladi(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2000.0,2500.0,2250.0,Rs./Quintal,0.2,Metric Tonnes,2026-04-22,200.0,20.0,25.0,22.5
Tamil Nadu,Thirunelveli,NGO Colony(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,3500.0,3800.0,3650.0,Rs./Quintal,0.57,Metric Tonnes,2026-04-22,570.0,35.0,38.0,36.5
Tamil Nadu,Nagapattinam,Nagapattinam(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,1500.0,2000.0,1750.0,Rs./Quintal,0.21,Metric Tonnes,2026-04-22,210.0,15.0,20.0,17.5
Tamil Nadu,Namakkal,Namakkal(Uzhavar Sandhai ),Vegetables,Tomato,Local,Local,3000.0,3400.0,3200.0,Rs./Quintal,1.88,Metric Tonnes,2026-04-22,1880.0,30.0,34.0,32.0
Tamil Nadu,Chengalpattu,Nanganallur(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2000.0,2500.0,2250.0,Rs./Quintal,0.28,Metric Tonnes,2026-04-22,280.0,20.0,25.0,22.5
Tamil Nadu,Thiruvellore,Naravarikuppam(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2500.0,2500.0,2500.0,Rs./Quintal,0.28,Metric Tonnes,2026-04-22,280.0,25.0,25.0,25.0
Tamil Nadu,Thirupathur,Natrampalli(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2000.0,3000.0,2500.0,Rs./Quintal,6.3,Metric Tonnes,2026-04-22,6300.0,20.0,30.0,25.0
Tamil Nadu,Thiruvarur,Needamangalam(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,3400.0,3400.0,3400.0,Rs./Quintal,0.08,Metric Tonnes,2026-04-22,80.0,34.0,34.0,34.0
Tamil Nadu,Dharmapuri,Palacode(Uzhavar Sandhai ),Vegetables,Tomato,Local,Local,2800.0,3000.0,2900.0,Rs./Quintal,1.27,Metric Tonnes,2026-04-22,1270.0,28.0,30.0,29.0
Tamil Nadu,Madurai,Palanganatham(Uzhavar Sandhai ),Vegetables,Tomato,Other,Local,3500.0,3800.0,3650.0,Rs./Quintal,1.4,Metric Tonnes,2026-04-22,1400.0,35.0,38.0,36.5
Tamil Nadu,Dindigul,Palani(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,1600.0,3000.0,2300.0,Rs./Quintal,3.12,Metric Tonnes,2026-04-22,3120.0,16.0,30.0,23.0
Tamil Nadu,Thirunelveli,Palayamkottai(Uzhavar Sandhai ),Vegetables,Tomato,Other,Local,3600.0,3800.0,3700.0,Rs./Quintal,2.9,Metric Tonnes,2026-04-22,2900.0,36.0,38.0,37.0
Tamil Nadu,Thirupur,Palladam(Uzhavar Sandhai ),Vegetables,Tomato,Local,Local,2000.0,2400.0,2200.0,Rs./Quintal,1.47,Metric Tonnes,2026-04-22,1470.0,20.0,24.0,22.0
Tamil Nadu,Karur,Pallapatti (Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,3200.0,3500.0,3350.0,Rs./Quintal,1.15,Metric Tonnes,2026-04-22,1150.0,32.0,35.0,33.5
Tamil Nadu,Chengalpattu,Pallavaram(Uzhavar Sandhai ),Vegetables,Tomato,Other,Local,2500.0,3500.0,3000.0,Rs./Quintal,0.95,Metric Tonnes,2026-04-22,950.0,25.0,35.0,30.0
Tamil Nadu,Vellore,Pallikonda(Uzhavar Sandhai),Vegetables,Tomato,Deshi,Local,2400.0,2600.0,2500.0,Rs./Quintal,0.18,Metric Tonnes,2026-04-22,180.0,24.0,26.0,25.0
Tamil Nadu,Cuddalore,Panruti(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,3000.0,3000.0,3000.0,Rs./Quintal,0.03,Metric Tonnes,2026-04-22,30.0,30.0,30.0,30.0
Tamil Nadu,Thanjavur,Papanasam(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,3600.0,4000.0,3800.0,Rs./Quintal,0.17,Metric Tonnes,2026-04-22,170.0,36.0,40.0,38.0
Tamil Nadu,Ramanathapuram,Paramakudi(Uzhavar Sandhai ),Vegetables,Tomato,Other,Local,3000.0,3500.0,3250.0,Rs./Quintal,1.51,Metric Tonnes,2026-04-22,1510.0,30.0,35.0,32.5
Tamil Nadu,Namakkal,Paramathivelur(Uzhavar Sandhai ),Vegetables,Tomato,Local,Local,3100.0,3600.0,3350.0,Rs./Quintal,0.25,Metric Tonnes,2026-04-22,250.0,31.0,36.0,33.5
Tamil Nadu,Thiruvellore,Paruthipattu(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2500.0,2500.0,2500.0,Rs./Quintal,0.22,Metric Tonnes,2026-04-22,220.0,25.0,25.0,25.0
Tamil Nadu,Thanjavur,Pattukottai(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,3800.0,3800.0,3800.0,Rs./Quintal,0.87,Metric Tonnes,2026-04-22,870.0,38.0,38.0,38.0
Tamil Nadu,Dharmapuri,Pennagaram(Uzhavar Sandhai ),Vegetables,Tomato,Local,Local,3500.0,3800.0,3650.0,Rs./Quintal,1.75,Metric Tonnes,2026-04-22,1750.0,35.0,38.0,36.5
Tamil Nadu,Thiruvellore,Perambakkam(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2500.0,2500.0,2500.0,Rs./Quintal,0.06,Metric Tonnes,2026-04-22,60.0,25.0,25.0,25.0
Tamil Nadu,Perambalur,Perambalur(Uzhavar Sandhai ),Vegetables,Tomato,Local,Local,2800.0,3000.0,2900.0,Rs./Quintal,1.62,Metric Tonnes,2026-04-22,1620.0,28.0,30.0,29.0
Tamil Nadu,Vellore,Perampet(Uzhavar Sandhai),Vegetables,Tomato,Deshi,Local,2000.0,2400.0,2200.0,Rs./Quintal,0.13,Metric Tonnes,2026-04-22,130.0,20.0,24.0,22.0
Tamil Nadu,Thanjavur,Peravurani(Uzhavar Sandhai),Vegetables,Tomato,Deshi,Local,3000.0,3000.0,3000.0,Rs./Quintal,0.15,Metric Tonnes,2026-04-22,150.0,30.0,30.0,30.0
Tamil Nadu,Theni,Periyakulam(Uzhavar Sandhai ),Vegetables,Tomato,Other,Local,3200.0,3500.0,3350.0,Rs./Quintal,0.76,Metric Tonnes,2026-04-22,760.0,32.0,35.0,33.5
Tamil Nadu,Erode,Periyar Nagar(Uzhavar Sandhai ),Vegetables,Tomato,Other,Local,3000.0,3200.0,3100.0,Rs./Quintal,0.42,Metric Tonnes,2026-04-22,420.0,30.0,32.0,31.0
Tamil Nadu,Erode,Perundurai(Uzhavar Sandhai ),Vegetables,Tomato,Other,Local,2500.0,3000.0,2750.0,Rs./Quintal,0.36,Metric Tonnes,2026-04-22,360.0,25.0,30.0,27.5
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2800.0,3200.0,3000.0,Rs./Quintal,1.5,Metric Tonnes,2026-04-22,1500.0,28.0,32.0,30.0
Tamil Nadu,Thiruvannamalai,Polur(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2500.0,3000.0,2750.0,Rs./Quintal,0.42,Metric Tonnes,2026-04-22,420.0,25.0,30.0,27.5
Tamil Nadu,Pudukkottai,Ponnamaravathi(Uzhavar Sandhai),Vegetables,Tomato,Deshi,Local,3000.0,3500.0,3250.0,Rs./Quintal,0.25,Metric Tonnes,2026-04-22,250.0,30.0,35.0,32.5
Tamil Nadu,Pudukkottai,Pudukottai(Uzhavar Sandhai ),Vegetables,Tomato,Other,Local,3000.0,3500.0,3250.0,Rs./Quintal,1.53,Metric Tonnes,2026-04-22,1530.0,30.0,35.0,32.5
Tamil Nadu,Coimbatore,RSPuram(Uzhavar Sandhai ),Vegetables,Tomato,Local,Local,3200.0,3600.0,3400.0,Rs./Quintal,3.76,Metric Tonnes,2026-04-22,3760.0,32.0,36.0,34.0
Tamil Nadu,Virudhunagar,Rajapalayam(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2500.0,3000.0,2750.0,Rs./Quintal,0.8,Metric Tonnes,2026-04-22,800.0,25.0,30.0,27.5
Tamil Nadu,Ramanathapuram,Ramanathapuram(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,3500.0,3800.0,3650.0,Rs./Quintal,0.24,Metric Tonnes,2026-04-22,240.0,35.0,38.0,36.5
Tamil Nadu,Ranipet,Ranipettai(Uzhavar Sandhai ),Vegetables,Tomato,Other,Local,3000.0,3300.0,3150.0,Rs./Quintal,0.75,Metric Tonnes,2026-04-22,750.0,30.0,33.0,31.5
Tamil Nadu,Erode,Sampath Nagar(Uzhavar Sandhai ),Vegetables,Tomato,Other,Local,3000.0,3200.0,3100.0,Rs./Quintal,1.84,Metric Tonnes,2026-04-22,1840.0,30.0,32.0,31.0
Tamil Nadu,Tenkasi,Sankarankoil(Uzhavar Sandhai ),Vegetables,Tomato,Local,Local,2500.0,2500.0,2500.0,Rs./Quintal,0.81,Metric Tonnes,2026-04-22,810.0,25.0,25.0,25.0
Tamil Nadu,Kallakuruchi,Sankarapuram(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,3200.0,3500.0,3350.0,Rs./Quintal,0.16,Metric Tonnes,2026-04-22,160.0,32.0,35.0,33.5
Tamil Nadu,Erode,Sathiyamagalam(Uzhavar Sandhai ),Vegetables,Tomato,Local,Local,3000.0,3400.0,3200.0,Rs./Quintal,0.76,Metric Tonnes,2026-04-22,760.0,30.0,34.0,32.0
Tamil Nadu,Virudhunagar,Sathur(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2200.0,2500.0,2350.0,Rs./Quintal,0.08,Metric Tonnes,2026-04-22,80.0,22.0,25.0,23.5
Tamil Nadu,Sivaganga,Singampunari(Uzhavar Sandhai ),Vegetables,Tomato,Other,Local,3500.0,4000.0,3750.0,Rs./Quintal,0.57,Metric Tonnes,2026-04-22,570.0,35.0,40.0,37.5
Tamil Nadu,Coimbatore,Singanallur(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,3000.0,3400.0,3200.0,Rs./Quintal,6.46,Metric Tonnes,2026-04-22,6460.0,30.0,34.0,32.0
Tamil Nadu,Nagapattinam,Sirkali(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,3000.0,3500.0,3250.0,Rs./Quintal,0.4,Metric Tonnes,2026-04-22,400.0,30.0,35.0,32.5
Tamil Nadu,Sivaganga,Sivagangai (Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,3600.0,3800.0,3700.0,Rs./Quintal,0.83,Metric Tonnes,2026-04-22,830.0,36.0,38.0,37.0
Tamil Nadu,Virudhunagar,Sivakasi(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2200.0,2500.0,2350.0,Rs./Quintal,0.05,Metric Tonnes,2026-04-22,50.0,22.0,25.0,23.5
Tamil Nadu,Salem,Sooramangalam(Uzhavar Sandhai ),Vegetables,Tomato,Other,Local,2600.0,3000.0,2800.0,Rs./Quintal,1.14,Metric Tonnes,2026-04-22,1140.0,26.0,30.0,28.0
Tamil Nadu,Virudhunagar,Srivilliputhur(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2000.0,2500.0,2250.0,Rs./Quintal,0.28,Metric Tonnes,2026-04-22,280.0,20.0,25.0,22.5
Tamil Nadu,Coimbatore,Sulur(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,3000.0,3400.0,3200.0,Rs./Quintal,0.82,Metric Tonnes,2026-04-22,820.0,30.0,34.0,32.0
Tamil Nadu,Coimbatore,Sundarapuram(Uzhavar Sandhai ),Vegetables,Tomato,Local,Local,3000.0,3600.0,3300.0,Rs./Quintal,1.7,Metric Tonnes,2026-04-22,1700.0,30.0,36.0,33.0
Tamil Nadu,Kancheepuram,Sunguvarchatram(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,1500.0,2000.0,1750.0,Rs./Quintal,0.53,Metric Tonnes,2026-04-22,530.0,15.0,20.0,17.5
Tamil Nadu,Thiruvannamalai,Tamarainagar(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,3000.0,3500.0,3250.0,Rs./Quintal,0.62,Metric Tonnes,2026-04-22,620.0,30.0,35.0,32.5
Tamil Nadu,Tenkasi,Tenkasi(Uzhavar Sandhai ),Vegetables,Tomato,Local,Local,2000.0,2000.0,2000.0,Rs./Quintal,0.4,Metric Tonnes,2026-04-22,400.0,20.0,20.0,20.0
Tamil Nadu,Erode,Thalavadi(Uzhavar Sandhai ),Vegetables,Tomato,Local,Local,2000.0,2600.0,2300.0,Rs./Quintal,0.52,Metric Tonnes,2026-04-22,520.0,20.0,26.0,23.0
Tamil Nadu,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2500.0,3200.0,2850.0,Rs./Quintal,0.14,Metric Tonnes,2026-04-22,140.0,25.0,32.0,28.5
Tamil Nadu,Salem,Thammampatti (Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2000.0,3000.0,2500.0,Rs./Quintal,0.93,Metric Tonnes,2026-04-22,930.0,20.0,30.0,25.0
Tamil Nadu,Thanjavur,Thanjavur(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,3400.0,3400.0,3400.0,Rs./Quintal,1.3,Metric Tonnes,2026-04-22,1300.0,34.0,34.0,34.0
Tamil Nadu,Salem,Thathakapatti(Uzhavar Sandhai ),Vegetables,Tomato,Local,Local,3000.0,3600.0,3300.0,Rs./Quintal,4.35,Metric Tonnes,2026-04-22,4350.0,30.0,36.0,33.0
Tamil Nadu,Theni,Theni(Uzhavar Sandhai ),Vegetables,Tomato,Other,Local,3000.0,3500.0,3250.0,Rs./Quintal,4.17,Metric Tonnes,2026-04-22,4170.0,30.0,35.0,32.5
Tamil Nadu,Chengalpattu,Thirukalukundram(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2000.0,3000.0,2500.0,Rs./Quintal,0.16,Metric Tonnes,2026-04-22,160.0,20.0,30.0,25.0
Tamil Nadu,Madurai,Thirumangalam(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,3000.0,3600.0,3300.0,Rs./Quintal,1.04,Metric Tonnes,2026-04-22,1040.0,30.0,36.0,33.0
Tamil Nadu,Vellore,Thirupathur APMC,Vegetables,Tomato,Deshi,Local,3400.0,3400.0,3400.0,Rs./Quintal,6.1,Metric Tonnes,2026-04-22,6100.0,34.0,34.0,34.0
Tamil Nadu,Thiruchirappalli,Thiruverumbur(Uzhavar Sandhai ),Vegetables,Tomato,Local,Local,3600.0,3600.0,3600.0,Rs./Quintal,0.95,Metric Tonnes,2026-04-22,950.0,36.0,36.0,36.0
Tamil Nadu,Thiruchirappalli,Thuraiyur APMC,Vegetables,Tomato,Deshi,Local,3000.0,3600.0,3300.0,Rs./Quintal,0.56,Metric Tonnes,2026-04-22,560.0,30.0,36.0,33.0
Tamil Nadu,Villupuram,Tindivanam APMC,Vegetables,Tomato,Deshi,Local,3400.0,3400.0,3400.0,Rs./Quintal,0.55,Metric Tonnes,2026-04-22,550.0,34.0,34.0,34.0
Tamil Nadu,Namakkal,Tiruchengode APMC,Vegetables,Tomato,Other,Local,3200.0,3600.0,3400.0,Rs./Quintal,0.08,Metric Tonnes,2026-04-22,80.0,32.0,36.0,34.0
Tamil Nadu,Thanjavur,Tirukattupalli(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,3400.0,3400.0,3400.0,Rs./Quintal,0.23,Metric Tonnes,2026-04-22,230.0,34.0,34.0,34.0
Tamil Nadu,Sivaganga,Tirupatthur(Uzhavar Sandhai ),Vegetables,Tomato,Other,Local,3500.0,4000.0,3750.0,Rs./Quintal,0.39,Metric Tonnes,2026-04-22,390.0,35.0,40.0,37.5
Tamil Nadu,Thirupur,Tiruppur (North) (Uzhavar Sandhai ),Vegetables,Tomato,Local,Local,2600.0,3000.0,2800.0,Rs./Quintal,0.95,Metric Tonnes,2026-04-22,950.0,26.0,30.0,28.0
Tamil Nadu,Thirupur,Tiruppur (South) (Uzhavar Sandhai ),Vegetables,Tomato,Local,Local,1800.0,2000.0,1900.0,Rs./Quintal,18.23,Metric Tonnes,2026-04-22,18230.0,18.0,20.0,19.0
Tamil Nadu,Thiruvellore,Tiruthani(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2500.0,2500.0,2500.0,Rs./Quintal,0.3,Metric Tonnes,2026-04-22,300.0,25.0,25.0,25.0
Tamil Nadu,Thiruvellore,Tiruvallur(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2500.0,2500.0,2500.0,Rs./Quintal,0.18,Metric Tonnes,2026-04-22,180.0,25.0,25.0,25.0
Tamil Nadu,Thiruvannamalai,Tiruvannamalai(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2500.0,3000.0,2750.0,Rs./Quintal,1.4,Metric Tonnes,2026-04-22,1400.0,25.0,30.0,27.5
Tamil Nadu,Thiruvarur,Tiruvarur(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,3000.0,3000.0,3000.0,Rs./Quintal,0.24,Metric Tonnes,2026-04-22,240.0,30.0,30.0,30.0
Tamil Nadu,Tuticorin,Tuticorin(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2500.0,3000.0,2750.0,Rs./Quintal,1.16,Metric Tonnes,2026-04-22,1160.0,25.0,30.0,27.5
Tamil Nadu,The Nilgiris,Udhagamandalam(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,3000.0,3300.0,3150.0,Rs./Quintal,2.5,Metric Tonnes,2026-04-22,2500.0,30.0,33.0,31.5
Tamil Nadu,Coimbatore,Udumalpet APMC,Vegetables,Tomato,Deshi,Local,2800.0,3400.0,3100.0,Rs./Quintal,0.84,Metric Tonnes,2026-04-22,840.0,28.0,34.0,31.0
Tamil Nadu,Villupuram,Ulundurpettai APMC,Vegetables,Tomato,Deshi,Local,3200.0,3200.0,3200.0,Rs./Quintal,0.91,Metric Tonnes,2026-04-22,910.0,32.0,32.0,32.0
Tamil Nadu,Madurai,Usilampatti(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,3400.0,3800.0,3600.0,Rs./Quintal,0.6,Metric Tonnes,2026-04-22,600.0,34.0,38.0,36.0
Tamil Nadu,Cuddalore,Vadalur(Uzhavar Sandhai ),Vegetables,Tomato,Local,Local,2500.0,2500.0,2500.0,Rs./Quintal,0.17,Metric Tonnes,2026-04-22,170.0,25.0,25.0,25.0
Tamil Nadu,Nagercoil (Kannyiakumari),Vadaseri APMC,Vegetables,Tomato,Deshi,Local,3000.0,3300.0,3150.0,Rs./Quintal,0.75,Metric Tonnes,2026-04-22,750.0,30.0,33.0,31.5
Tamil Nadu,Coimbatore,Vadavalli(Uzhavar Sandhai ),Vegetables,Tomato,Other,Local,3000.0,3300.0,3150.0,Rs./Quintal,0.47,Metric Tonnes,2026-04-22,470.0,30.0,33.0,31.5
Tamil Nadu,Thiruvarur,Valangaiman APMC,Vegetables,Tomato,Deshi,Local,3200.0,3200.0,3200.0,Rs./Quintal,0.08,Metric Tonnes,2026-04-22,80.0,32.0,32.0,32.0
Tamil Nadu,Thiruvannamalai,Vandavasi(Uzhavar Sandhai ),Vegetables,Tomato,Other,Local,2500.0,3000.0,2750.0,Rs./Quintal,0.04,Metric Tonnes,2026-04-22,40.0,25.0,30.0,27.5
Tamil Nadu,Thirupathur,Vaniyampadi(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,3500.0,3500.0,3500.0,Rs./Quintal,7.01,Metric Tonnes,2026-04-22,7010.0,35.0,35.0,35.0
Tamil Nadu,Salem,Vazhapadi(Uzhavar Sandhai),Vegetables,Tomato,Deshi,Local,2500.0,3200.0,2850.0,Rs./Quintal,0.58,Metric Tonnes,2026-04-22,580.0,25.0,32.0,28.5
Tamil Nadu,Nagapattinam,Vedaranyam(Uzhavar Sandhai),Vegetables,Tomato,Deshi,Local,1800.0,2000.0,1900.0,Rs./Quintal,0.09,Metric Tonnes,2026-04-22,90.0,18.0,20.0,19.0
Tamil Nadu,Dindigul,Vedasanthur(Uzhavar Sandhai ),Vegetables,Tomato,Deshi,Local,2500.0,3000.0,2750.0,Rs./Quintal,0.02,Metric Tonnes,2026-04-22,20.0,25.0,30.0,27.5
Tamil Nadu,Karur,Velayuthampalayam(Uzhavar Sandhai ),Vegetables,Tomato,Other,Local,2800.0,3500.0,3150.0,Rs./Quintal,0.27,Metric Tonnes,2026-04-22,270.0,28.0,35.0,31.5
