Arrival Date,Market,District,Variety,Modal Price Per Kg,Arrival Quantity Kg,day_of_week,day_of_month,month,week_of_year,price_lag_1,price_lag_7,price_lag_14,rolling_price_7,rolling_price_14
2026-04-11,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,15.0,950.0,5,11,4,15,15.0,16.0,12.5,14.571428571428571,14.428571428571429
2026-04-12,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,15.0,950.0,6,12,4,15,15.0,13.0,12.5,14.857142857142858,14.607142857142858
2026-04-13,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,15.0,950.0,0,13,4,16,15.0,14.0,11.5,15.0,14.857142857142858
2026-04-14,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,15.0,950.0,1,14,4,16,15.0,15.0,15.0,15.0,14.857142857142858
2026-04-15,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,14.0,950.0,2,15,4,16,15.0,15.0,14.0,14.857142857142858,14.857142857142858
2026-04-16,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,15.0,900.0,3,16,4,16,14.0,15.0,15.0,14.857142857142858,14.857142857142858
2026-04-17,Padappai(Uzhavar Sandhai ),Kancheepuram,Deshi,13.5,900.0,4,17,4,16,15.0,15.0,16.0,14.642857142857142,14.678571428571429
2026-04-18,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,15.0,950.0,5,18,4,16,13.5,15.0,16.0,14.642857142857142,14.607142857142858
2026-04-19,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,15.0,980.0,6,19,4,16,15.0,15.0,13.0,14.642857142857142,14.75
2026-04-20,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,15.0,900.0,0,20,4,17,15.0,15.0,14.0,14.642857142857142,14.821428571428571
2026-04-21,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,15.0,950.0,1,21,4,17,15.0,15.0,15.0,14.642857142857142,14.821428571428571
2026-04-24,Padappai(Uzhavar Sandhai ),Kancheepuram,Deshi,22.5,1500.0,4,24,4,17,15.0,14.0,15.0,15.857142857142858,15.357142857142858
2026-04-25,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,20.5,880.0,5,25,4,17,22.5,15.0,15.0,16.642857142857142,15.75
2026-04-26,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,25.0,850.0,6,26,4,17,20.5,13.5,15.0,18.285714285714285,16.464285714285715
2026-05-02,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,32.0,750.0,5,2,5,18,25.0,15.0,15.0,20.714285714285715,17.678571428571427
2026-05-04,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,37.5,750.0,0,4,5,19,32.0,15.0,15.0,23.928571428571427,19.285714285714285
2026-05-05,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,37.5,850.0,1,5,5,19,37.5,15.0,15.0,27.142857142857142,20.892857142857142
2026-05-06,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,32.5,650.0,2,6,5,19,37.5,15.0,15.0,29.642857142857142,22.142857142857142
2026-05-07,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,31.5,750.0,3,7,5,19,32.5,22.5,14.0,30.928571428571427,23.392857142857142
2026-05-08,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,35.0,650.0,4,8,5,19,31.5,20.5,15.0,33.0,24.821428571428573
2026-05-09,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,32.0,850.0,5,9,5,19,35.0,25.0,13.5,34.0,26.142857142857142
2026-05-10,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,30.0,950.0,6,10,5,19,32.0,32.0,15.0,33.714285714285715,27.214285714285715
2026-05-11,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,28.5,750.0,0,11,5,20,30.0,37.5,15.0,32.42857142857143,28.178571428571427
2026-05-12,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,27.5,750.0,1,12,5,20,28.5,37.5,15.0,31.0,29.071428571428573
2026-05-13,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,28.5,750.0,2,13,5,20,27.5,32.5,15.0,30.428571428571427,30.035714285714285
2026-05-14,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,27.0,850.0,3,14,5,20,28.5,31.5,22.5,29.785714285714285,30.357142857142858
2026-05-15,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,28.0,750.0,4,15,5,20,27.0,35.0,20.5,28.785714285714285,30.892857142857142
2026-05-16,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,27.0,750.0,5,16,5,20,28.0,32.0,25.0,28.071428571428573,31.035714285714285
2026-05-17,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,27.0,850.0,6,17,5,20,27.0,30.0,32.0,27.642857142857142,30.678571428571427
2026-05-18,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,26.0,750.0,0,18,5,21,27.0,28.5,37.5,27.285714285714285,29.857142857142858
2026-05-19,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,26.0,750.0,1,19,5,21,26.0,27.5,37.5,27.071428571428573,29.035714285714285
2026-05-20,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,35.0,750.0,2,20,5,21,26.0,28.5,32.5,28.0,29.214285714285715
2026-05-21,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,29.0,750.0,3,21,5,21,35.0,27.0,31.5,28.285714285714285,29.035714285714285
2026-05-22,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,35.0,850.0,4,22,5,21,29.0,28.0,35.0,29.285714285714285,29.035714285714285
2026-05-23,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,38.5,750.0,5,23,5,21,35.0,27.0,32.0,30.928571428571427,29.5
2026-05-24,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,36.0,750.0,6,24,5,21,38.5,27.0,30.0,32.214285714285715,29.928571428571427
2026-05-25,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,38.5,760.0,0,25,5,22,36.0,26.0,28.5,34.0,30.642857142857142
2026-05-26,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,36.0,750.0,1,26,5,22,38.5,26.0,27.5,35.42857142857143,31.25
2026-05-27,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,29.0,800.0,2,27,5,22,36.0,35.0,28.5,34.57142857142857,31.285714285714285
2026-05-28,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,28.5,750.0,3,28,5,22,29.0,29.0,27.0,34.5,31.392857142857142
2026-05-29,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,26.0,850.0,4,29,5,22,28.5,35.0,28.0,33.214285714285715,31.25
2026-05-30,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,26.0,780.0,5,30,5,22,26.0,38.5,27.0,31.428571428571427,31.178571428571427
2026-05-31,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,29.0,750.0,6,31,5,22,26.0,36.0,27.0,30.428571428571427,31.321428571428573
2026-06-01,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,26.0,850.0,0,1,6,23,29.0,38.5,26.0,28.642857142857142,31.321428571428573
2026-06-02,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,26.0,780.0,1,2,6,23,26.0,36.0,26.0,27.214285714285715,31.321428571428573
2026-06-03,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,26.0,850.0,2,3,6,23,26.0,29.0,35.0,26.785714285714285,30.678571428571427
2026-06-04,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,26.0,750.0,3,4,6,23,26.0,28.5,29.0,26.428571428571427,30.464285714285715
2026-06-05,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,26.0,850.0,4,5,6,23,26.0,26.0,35.0,26.428571428571427,29.821428571428573
2026-06-06,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,26.0,750.0,5,6,6,23,26.0,26.0,38.5,26.428571428571427,28.928571428571427
2026-06-07,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,26.0,850.0,6,7,6,23,26.0,29.0,36.0,26.0,28.214285714285715
2026-06-08,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,35.0,750.0,0,8,6,24,26.0,26.0,38.5,27.285714285714285,27.964285714285715
2026-06-09,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,35.0,650.0,1,9,6,24,35.0,26.0,36.0,28.571428571428573,27.892857142857142
2026-06-10,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,38.5,750.0,2,10,6,24,35.0,26.0,29.0,30.357142857142858,28.571428571428573
2026-06-11,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,38.5,750.0,3,11,6,24,38.5,26.0,28.5,32.142857142857146,29.285714285714285
2026-06-12,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,36.0,750.0,4,12,6,24,38.5,26.0,26.0,33.57142857142857,30.0
2026-06-13,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,40.0,780.0,5,13,6,24,36.0,26.0,26.0,35.57142857142857,31.0
2026-06-14,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,38.5,780.0,6,14,6,24,40.0,26.0,29.0,37.357142857142854,31.678571428571427
2026-06-15,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,30.0,750.0,0,15,6,25,38.5,35.0,26.0,36.642857142857146,31.964285714285715
2026-06-16,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,28.5,700.0,1,16,6,25,30.0,35.0,26.0,35.714285714285715,32.142857142857146
2026-06-17,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,28.0,750.0,2,17,6,25,28.5,38.5,26.0,34.214285714285715,32.285714285714285
2026-06-18,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,29.0,720.0,3,18,6,25,28.0,38.5,26.0,32.857142857142854,32.5
2026-06-19,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,23.0,850.0,4,19,6,25,29.0,36.0,26.0,31.0,32.285714285714285
2026-06-20,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,23.0,750.0,5,20,6,25,23.0,40.0,26.0,28.571428571428573,32.07142857142857
2026-06-21,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,24.0,820.0,6,21,6,25,23.0,38.5,26.0,26.5,31.928571428571427
2026-06-22,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,21.5,850.0,0,22,6,26,24.0,30.0,35.0,25.285714285714285,30.964285714285715
2026-06-23,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,21.5,750.0,1,23,6,26,21.5,28.5,35.0,24.285714285714285,30.0
2026-06-24,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,27.5,850.0,2,24,6,26,21.5,28.0,38.5,24.214285714285715,29.214285714285715
2026-06-25,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,24.0,750.0,3,25,6,26,27.5,29.0,38.5,23.5,28.178571428571427
2026-06-26,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,25.0,750.0,4,26,6,26,24.0,23.0,36.0,23.785714285714285,27.392857142857142
2026-06-27,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,22.0,780.0,5,27,6,26,25.0,23.0,40.0,23.642857142857142,26.107142857142858
2026-06-28,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,23.0,750.0,6,28,6,26,22.0,24.0,38.5,23.5,25.0
2026-06-29,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,25.0,750.0,0,29,6,27,23.0,21.5,30.0,24.0,24.642857142857142
2026-06-30,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,21.5,750.0,1,30,6,27,25.0,21.5,28.5,24.0,24.142857142857142
2026-07-01,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,27.5,750.0,2,1,7,27,21.5,27.5,28.0,24.0,24.107142857142858
2026-07-02,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,27.5,750.0,3,2,7,27,27.5,24.0,29.0,24.5,24.0
2026-07-03,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,26.0,800.0,4,3,7,27,27.5,25.0,23.0,24.642857142857142,24.214285714285715
2026-07-04,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,25.0,820.0,5,4,7,27,26.0,22.0,23.0,25.071428571428573,24.357142857142858
2026-07-05,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,26.0,750.0,6,5,7,27,25.0,23.0,24.0,25.5,24.5
2026-07-06,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,20.0,650.0,0,6,7,28,26.0,25.0,21.5,24.785714285714285,24.392857142857142
2026-07-07,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,21.5,750.0,1,7,7,28,20.0,21.5,21.5,24.785714285714285,24.392857142857142
2026-07-08,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,20.0,750.0,2,8,7,28,21.5,27.5,27.5,23.714285714285715,23.857142857142858
2026-07-09,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,21.5,760.0,3,9,7,28,20.0,27.5,24.0,22.857142857142858,23.678571428571427
2026-07-10,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,21.0,750.0,4,10,7,28,21.5,26.0,25.0,22.142857142857142,23.392857142857142
2026-07-11,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,21.0,850.0,5,11,7,28,21.0,25.0,22.0,21.571428571428573,23.321428571428573
2026-07-12,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,21.0,850.0,6,12,7,28,21.0,26.0,23.0,20.857142857142858,23.178571428571427
2026-07-13,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,21.0,850.0,0,13,7,29,21.0,20.0,25.0,21.0,22.892857142857142
2026-07-14,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,20.0,850.0,1,14,7,29,21.0,21.5,21.5,20.785714285714285,22.785714285714285
2026-07-15,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,21.5,850.0,2,15,7,29,20.0,20.0,27.5,21.0,22.357142857142858
2026-07-16,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,20.0,750.0,3,16,7,29,21.5,21.5,27.5,20.785714285714285,21.821428571428573
2026-07-17,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,19.0,750.0,4,17,7,29,20.0,21.0,26.0,20.5,21.321428571428573
2026-07-18,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,19.0,750.0,5,18,7,29,19.0,21.0,25.0,20.214285714285715,20.892857142857142
2026-07-19,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,20.0,750.0,6,19,7,29,19.0,21.0,26.0,20.071428571428573,20.464285714285715
2026-07-20,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,20.0,850.0,0,20,7,30,20.0,21.0,20.0,19.928571428571427,20.464285714285715
2026-07-21,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,20.0,750.0,1,21,7,30,20.0,20.0,21.5,19.928571428571427,20.357142857142858
2026-07-22,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,21.0,750.0,2,22,7,30,20.0,21.5,20.0,19.857142857142858,20.428571428571427
2026-07-23,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,20.0,750.0,3,23,7,30,21.0,20.0,21.5,19.857142857142858,20.321428571428573
2026-07-24,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,19.0,750.0,4,24,7,30,20.0,19.0,21.0,19.857142857142858,20.178571428571427
2026-07-25,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,20.5,750.0,5,25,7,30,19.0,19.0,21.0,20.071428571428573,20.142857142857142
2026-07-26,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,20.0,750.0,6,26,7,30,20.5,20.0,21.0,20.071428571428573,20.071428571428573
2026-07-27,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,20.5,850.0,0,27,7,31,20.0,20.0,21.0,20.142857142857142,20.035714285714285
2026-07-28,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,21.0,750.0,1,28,7,31,20.5,20.0,20.0,20.285714285714285,20.107142857142858
2026-07-29,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,21.5,750.0,2,29,7,31,21.0,21.0,21.5,20.357142857142858,20.107142857142858
2026-07-30,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,22.5,750.0,3,30,7,31,21.5,20.0,20.0,20.714285714285715,20.285714285714285
2026-07-31,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,21.5,750.0,4,31,7,31,22.5,19.0,19.0,21.071428571428573,20.464285714285715
2026-08-01,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,20.0,750.0,5,1,8,31,21.5,20.5,19.0,21.0,20.535714285714285
2026-08-02,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,20.5,750.0,6,2,8,31,20.0,20.0,20.0,21.071428571428573,20.571428571428573
2026-08-03,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,21.5,750.0,0,3,8,32,20.5,20.5,20.0,21.214285714285715,20.678571428571427
2026-08-04,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,21.0,750.0,1,4,8,32,21.5,21.0,20.0,21.214285714285715,20.75
2026-08-05,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,21.5,820.0,2,5,8,32,21.0,21.5,21.0,21.214285714285715,20.785714285714285
2026-08-06,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,20.0,800.0,3,6,8,32,21.5,22.5,20.0,20.857142857142858,20.785714285714285
2026-08-07,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,20.0,750.0,4,7,8,32,20.0,21.5,19.0,20.642857142857142,20.857142857142858
2026-08-08,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,20.0,800.0,5,8,8,32,20.0,20.0,20.5,20.642857142857142,20.821428571428573
2026-08-09,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,20.0,800.0,6,9,8,32,20.0,20.5,20.0,20.571428571428573,20.821428571428573
2026-08-10,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,20.0,750.0,0,10,8,33,20.0,21.5,20.5,20.357142857142858,20.785714285714285
2026-08-11,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,21.0,800.0,1,11,8,33,20.0,21.0,21.0,20.357142857142858,20.785714285714285
2026-08-12,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,20.0,750.0,2,12,8,33,21.0,21.5,21.5,20.142857142857142,20.678571428571427
2026-08-13,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,22.0,750.0,3,13,8,33,20.0,20.0,22.5,20.428571428571427,20.642857142857142
2026-08-14,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,21.0,750.0,4,14,8,33,22.0,20.0,21.5,20.571428571428573,20.607142857142858
2026-08-15,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,20.0,650.0,5,15,8,33,21.0,20.0,20.0,20.571428571428573,20.607142857142858
2026-08-16,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,21.0,750.0,6,16,8,33,20.0,20.0,20.5,20.714285714285715,20.642857142857142
2026-08-17,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,21.0,750.0,0,17,8,34,21.0,20.0,21.5,20.857142857142858,20.607142857142858
2026-08-18,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,21.5,650.0,1,18,8,34,21.0,21.0,21.0,20.928571428571427,20.642857142857142
2026-08-19,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,20.0,850.0,2,19,8,34,21.5,20.0,21.5,20.928571428571427,20.535714285714285
2026-08-21,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,25.0,750.0,4,21,8,34,20.0,22.0,20.0,21.357142857142858,20.892857142857142
2026-08-22,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,21.0,750.0,5,22,8,34,25.0,21.0,20.0,21.357142857142858,20.964285714285715
2026-08-23,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,21.5,750.0,6,23,8,34,21.0,20.0,20.0,21.571428571428573,21.071428571428573
2026-08-24,Padappai(Uzhavar Sandhai ),Kancheepuram,Local,20.0,750.0,0,24,8,35,21.5,21.0,20.0,21.428571428571427,21.071428571428573
2026-03-09,Palacode(Uzhavar Sandhai ),Dharmapuri,Local,9.0,1280.0,0,9,3,11,9.0,11.0,22.0,9.071428571428571,12.25
2026-03-10,Palacode(Uzhavar Sandhai ),Dharmapuri,Local,9.0,1360.0,1,10,3,11,9.0,9.0,36.0,9.071428571428571,10.321428571428571
2026-03-11,Palacode(Uzhavar Sandhai ),Dharmapuri,Local,9.0,1260.0,2,11,3,11,9.0,9.0,14.0,9.071428571428571,9.964285714285714
2026-03-12,Palacode(Uzhavar Sandhai ),Dharmapuri,Local,9.0,1460.0,3,12,3,11,9.0,9.0,13.0,9.071428571428571,9.678571428571429
2026-03-13,Palacode(Uzhavar Sandhai ),Dharmapuri,Deshi,14.0,1340.0,4,13,3,11,9.0,9.5,14.0,9.714285714285714,9.678571428571429
2026-03-14,Palacode(Uzhavar Sandhai ),Dharmapuri,Local,13.5,1220.0,5,14,3,11,14.0,9.0,11.0,10.357142857142858,9.857142857142858
2026-03-15,Palacode(Uzhavar Sandhai ),Dharmapuri,Local,13.5,1100.0,6,15,3,11,13.5,9.0,9.0,11.0,10.178571428571429
2026-03-16,Palacode(Uzhavar Sandhai ),Dharmapuri,Local,13.5,1270.0,0,16,3,12,13.5,9.0,11.0,11.642857142857142,10.357142857142858
2026-03-17,Palacode(Uzhavar Sandhai ),Dharmapuri,Local,14.0,1260.0,1,17,3,12,13.5,9.0,9.0,12.357142857142858,10.714285714285714
2026-03-18,Palacode(Uzhavar Sandhai ),Dharmapuri,Local,11.0,1420.0,2,18,3,12,14.0,9.0,9.0,12.642857142857142,10.857142857142858
2026-03-19,Palacode(Uzhavar Sandhai ),Dharmapuri,Local,13.5,1250.0,3,19,3,12,11.0,9.0,9.0,13.285714285714286,11.178571428571429
2026-03-20,Palacode(Uzhavar Sandhai ),Dharmapuri,Local,14.0,1060.0,4,20,3,12,13.5,14.0,9.5,13.285714285714286,11.5
2026-03-21,Palacode(Uzhavar Sandhai ),Dharmapuri,Local,15.5,1320.0,5,21,3,12,14.0,13.5,9.0,13.571428571428571,11.964285714285714
2026-03-22,Palacode(Uzhavar Sandhai ),Dharmapuri,Local,15.5,1150.0,6,22,3,12,15.5,13.5,9.0,13.857142857142858,12.428571428571429
2026-03-23,Palacode(Uzhavar Sandhai ),Dharmapuri,Local,13.5,1270.0,0,23,3,13,15.5,13.5,9.0,13.857142857142858,12.75
2026-03-24,Palacode(Uzhavar Sandhai ),Dharmapuri,Local,13.0,1080.0,1,24,3,13,13.5,14.0,9.0,13.714285714285714,13.035714285714286
2026-03-25,Palacode(Uzhavar Sandhai ),Dharmapuri,Local,13.5,1100.0,2,25,3,13,13.0,11.0,9.0,14.071428571428571,13.357142857142858
2026-03-26,Palacode(Uzhavar Sandhai ),Dharmapuri,Local,13.5,1220.0,3,26,3,13,13.5,13.5,9.0,14.071428571428571,13.678571428571429
2026-03-27,Palacode(Uzhavar Sandhai ),Dharmapuri,Deshi,14.0,1270.0,4,27,3,13,13.5,14.0,14.0,14.071428571428571,13.678571428571429
2026-03-28,Palacode(Uzhavar Sandhai ),Dharmapuri,Local,13.5,1160.0,5,28,3,13,14.0,15.5,13.5,13.785714285714286,13.678571428571429
2026-03-29,Palacode(Uzhavar Sandhai ),Dharmapuri,Local,13.5,1010.0,6,29,3,13,13.5,15.5,13.5,13.5,13.678571428571429
2026-03-30,Palacode(Uzhavar Sandhai ),Dharmapuri,Local,15.0,1360.0,0,30,3,14,13.5,13.5,13.5,13.714285714285714,13.785714285714286
2026-03-31,Palacode(Uzhavar Sandhai ),Dharmapuri,Local,13.5,1160.0,1,31,3,14,15.0,13.0,14.0,13.785714285714286,13.75
2026-04-01,Palacode(Uzhavar Sandhai ),Dharmapuri,Local,15.5,1040.0,2,1,4,14,13.5,13.5,11.0,14.071428571428571,14.071428571428571
2026-04-02,Palacode(Uzhavar Sandhai ),Dharmapuri,Local,15.0,1380.0,3,2,4,14,15.5,13.5,13.5,14.285714285714286,14.178571428571429
2026-04-03,Palacode(Uzhavar Sandhai ),Dharmapuri,Local,15.0,1470.0,4,3,4,14,15.0,14.0,14.0,14.428571428571429,14.25
2026-04-04,Palacode(Uzhavar Sandhai ),Dharmapuri,Local,14.0,1200.0,5,4,4,14,15.0,13.5,15.5,14.5,14.142857142857142
2026-04-05,Palacode(Uzhavar Sandhai ),Dharmapuri,Local,14.0,1460.0,6,5,4,14,14.0,13.5,15.5,14.571428571428571,14.035714285714286
2026-04-06,Palacode(Uzhavar Sandhai ),Dharmapuri,Local,15.0,1250.0,0,6,4,15,14.0,15.0,13.5,14.571428571428571,14.142857142857142
2026-04-07,Palacode(Uzhavar Sandhai ),Dharmapuri,Local,13.0,1320.0,1,7,4,15,15.0,13.5,13.0,14.5,14.142857142857142
2026-04-08,Palacode(Uzhavar Sandhai ),Dharmapuri,Local,13.5,1250.0,2,8,4,15,13.0,15.5,13.5,14.214285714285714,14.142857142857142
2026-04-09,Palacode(Uzhavar Sandhai ),Dharmapuri,Local,13.5,1000.0,3,9,4,15,13.5,15.0,13.5,14.0,14.142857142857142
2026-04-10,Palacode(Uzhavar Sandhai ),Dharmapuri,Deshi,15.0,1320.0,4,10,4,15,13.5,15.0,14.0,14.0,14.214285714285714
2026-04-11,Palacode(Uzhavar Sandhai ),Dharmapuri,Local,16.5,1460.0,5,11,4,15,15.0,14.0,13.5,14.357142857142858,14.428571428571429
2026-04-12,Palacode(Uzhavar Sandhai ),Dharmapuri,Local,19.0,1170.0,6,12,4,15,16.5,14.0,13.5,15.071428571428571,14.821428571428571
2026-04-13,Palacode(Uzhavar Sandhai ),Dharmapuri,Local,21.0,1240.0,0,13,4,16,19.0,15.0,15.0,15.928571428571429,15.25
2026-04-14,Palacode(Uzhavar Sandhai ),Dharmapuri,Local,23.0,1300.0,1,14,4,16,21.0,13.0,13.5,17.357142857142858,15.928571428571429
2026-04-15,Palacode(Uzhavar Sandhai ),Dharmapuri,Local,25.0,930.0,2,15,4,16,23.0,13.5,15.5,19.0,16.607142857142858
2026-04-16,Palacode(Uzhavar Sandhai ),Dharmapuri,Local,23.5,1060.0,3,16,4,16,25.0,13.5,15.0,20.428571428571427,17.214285714285715
2026-04-17,Palacode(Uzhavar Sandhai ),Dharmapuri,Local,24.0,1020.0,4,17,4,16,23.5,15.0,15.0,21.714285714285715,17.857142857142858
2026-04-18,Palacode(Uzhavar Sandhai ),Dharmapuri,Local,23.5,1140.0,5,18,4,16,24.0,16.5,14.0,22.714285714285715,18.535714285714285
2026-04-19,Palacode(Uzhavar Sandhai ),Dharmapuri,Local,25.0,1450.0,6,19,4,16,23.5,19.0,14.0,23.571428571428573,19.321428571428573
2026-04-20,Palacode(Uzhavar Sandhai ),Dharmapuri,Local,24.0,1260.0,0,20,4,17,25.0,21.0,15.0,24.0,19.964285714285715
2026-04-21,Palacode(Uzhavar Sandhai ),Dharmapuri,Local,23.5,1040.0,1,21,4,17,24.0,23.0,13.0,24.071428571428573,20.714285714285715
2026-04-22,Palacode(Uzhavar Sandhai ),Dharmapuri,Local,29.0,1270.0,2,22,4,17,23.5,25.0,13.5,24.642857142857142,21.821428571428573
2026-04-23,Palacode(Uzhavar Sandhai ),Dharmapuri,Local,30.0,970.0,3,23,4,17,29.0,23.5,13.5,25.571428571428573,23.0
2026-04-24,Palacode(Uzhavar Sandhai ),Dharmapuri,Local,31.0,1060.0,4,24,4,17,30.0,24.0,15.0,26.571428571428573,24.142857142857142
2026-04-25,Palacode(Uzhavar Sandhai ),Dharmapuri,Local,38.0,820.0,5,25,4,17,31.0,23.5,16.5,28.642857142857142,25.678571428571427
